Frequency (Hz),Magnitude (dB),
626.953125,0.497160,
629.882812,0.498972,
632.812500,0.491157,
635.742188,0.493030,
638.671875,0.485371,
641.601562,0.487250,
644.531250,0.479566,
647.460938,0.481596,
650.390625,0.473988,
653.320312,0.475959,
656.250000,0.468364,
659.179688,0.470092,
662.109375,0.463125,
665.039062,0.465134,
667.968750,0.457679,
670.898438,0.459843,
673.828125,0.452544,
676.757812,0.454739,
679.687500,0.447321,
682.617188,0.449536,
685.546875,0.442207,
688.476562,0.444599,
691.406250,0.437337,
694.335938,0.439608,
697.265625,0.432296,
700.195312,0.434739,
703.125000,0.427567,
706.054688,0.430098,
708.984375,0.422807,
711.914062,0.425436,
714.843750,0.418277,
717.773438,0.420980,
720.703125,0.413880,
723.632812,0.416391,
726.562500,0.409344,
729.492188,0.412041,
732.421875,0.404991,
735.351562,0.407804,
738.281250,0.400732,
741.210938,0.403529,
744.140625,0.396540,
747.070312,0.399347,
750.000000,0.392393,
752.929688,0.395273,
755.859375,0.388336,
758.789062,0.391248,
761.718750,0.384450,
764.648438,0.387443,
767.578125,0.380506,
770.507812,0.383555,
773.437500,0.376680,
776.367188,0.379836,
779.296875,0.373038,
782.226562,0.375663,
785.156250,0.369192,
788.085938,0.372224,
791.015625,0.365555,
793.945312,0.368635,
796.875000,0.362001,
799.804688,0.365133,
802.734375,0.358480,
805.664062,0.361683,
808.593750,0.355063,
811.523438,0.358120,
814.453125,0.351625,
817.382812,0.354879,
820.312500,0.348386,
823.242188,0.351547,
826.171875,0.345114,
829.101562,0.348406,
832.031250,0.341788,
834.960938,0.345207,
837.890625,0.338718,
840.820312,0.342173,
843.750000,0.335798,
846.679688,0.339052,
849.609375,0.332687,
852.539062,0.336020,
855.468750,0.329658,
858.398438,0.333079,
861.328125,0.326583,
864.257812,0.330085,
867.187500,0.323748,
870.117188,0.327218,
873.046875,0.320928,
875.976562,0.324326,
878.906250,0.318093,
881.835938,0.321616,
884.765625,0.315374,
887.695312,0.318845,
890.625000,0.312646,
893.554688,0.316157,
896.484375,0.310163,
899.414062,0.313480,
902.343750,0.307020,
905.273438,0.311035,
908.203125,0.304643,
911.132812,0.308360,
914.062500,0.302120,
916.992188,0.305907,
919.921875,0.299602,
922.851562,0.303371,
925.781250,0.297220,
928.710938,0.300965,
931.640625,0.294771,
934.570312,0.298616,
937.500000,0.292432,
940.429688,0.296195,
943.359375,0.290104,
946.289062,0.293826,
949.218750,0.287711,
952.148438,0.291635,
955.078125,0.285466,
958.007812,0.289234,
960.937500,0.283146,
963.867188,0.287070,
966.796875,0.281053,
969.726562,0.284948,
972.656250,0.278895,
975.585938,0.282815,
978.515625,0.276588,
981.445312,0.280572,
984.375000,0.274553,
987.304688,0.278517,
990.234375,0.272478,
993.164062,0.276466,
996.093750,0.270421,
999.023438,0.274516,
1001.953125,0.268382,
1004.882812,0.272426,
1007.812500,0.266462,
1010.742188,0.270492,
1013.671875,0.264520,
1016.601562,0.268339,
1019.531250,0.262727,
1022.460938,0.266950,
1025.390625,0.260754,
1028.320312,0.264978,
1031.250000,0.258824,
1034.179688,0.263076,
1037.109375,0.256931,
1040.039062,0.261226,
1042.968750,0.255224,
1045.898438,0.259370,
1048.828125,0.253381,
1051.757812,0.257585,
1054.687500,0.251625,
1057.617188,0.255808,
1060.546875,0.249840,
1063.476562,0.254037,
1066.406250,0.248096,
1069.335938,0.252446,
1072.265625,0.246465,
1075.195312,0.250655,
1078.125000,0.244684,
1081.054688,0.249014,
1083.984375,0.243029,
1086.914062,0.247427,
1089.843750,0.241489,
1092.773438,0.245799,
1095.703125,0.239877,
1098.632812,0.244186,
1101.562500,0.238312,
1104.492188,0.242654,
1107.421875,0.236783,
1110.351562,0.241066,
1113.281250,0.235290,
1116.210938,0.239556,
1119.140625,0.233754,
1122.070312,0.238189,
1125.000000,0.232262,
1127.929688,0.236658,
1130.859375,0.230770,
1133.789062,0.235133,
1136.718750,0.229177,
1139.648438,0.233907,
1142.578125,0.228264,
1145.507812,0.232415,
1148.437500,0.226633,
1151.367188,0.230986,
1154.296875,0.225311,
1157.226562,0.229617,
1160.156250,0.223827,
1163.085938,0.228179,
1166.015625,0.222503,
1168.945312,0.226930,
1171.875000,0.221112,
1174.804688,0.225578,
1177.734375,0.219829,
1180.664062,0.224322,
1183.593750,0.218558,
1186.523438,0.222902,
1189.453125,0.217275,
1192.382812,0.221808,
1195.312500,0.215925,
1198.242188,0.220427,
1201.171875,0.214818,
1204.101562,0.219205,
1207.031250,0.213493,
1209.960938,0.218082,
1212.890625,0.212393,
1215.820312,0.216824,
1218.750000,0.211115,
1221.679688,0.215674,
1224.609375,0.209914,
1227.539062,0.214464,
1230.468750,0.208718,
1233.398438,0.213289,
1236.328125,0.207669,
1239.257812,0.212096,
1242.187500,0.206467,
1245.117188,0.211164,
1248.046875,0.205458,
1250.976562,0.209970,
1253.906250,0.204339,
1256.835938,0.208930,
1259.765625,0.203519,
1262.695312,0.207802,
1265.625000,0.202228,
1268.554688,0.206740,
1271.484375,0.201103,
1274.414062,0.205668,
1277.343750,0.199991,
1280.273438,0.204723,
1283.203125,0.198975,
1286.132812,0.203664,
1289.062500,0.198086,
1291.992188,0.202588,
1294.921875,0.197126,
1297.851562,0.201668,
1300.781250,0.196077,
1303.710938,0.200677,
1306.640625,0.194976,
1309.570312,0.199618,
1312.500000,0.193976,
1315.429688,0.198651,
1318.359375,0.193086,
1321.289062,0.197545,
1324.218750,0.191947,
1327.148438,0.196693,
1330.078125,0.191002,
1333.007812,0.195758,
1335.937500,0.190134,
1338.867188,0.194807,
1341.796875,0.189213,
1344.726562,0.193798,
1347.656250,0.188189,
1350.585938,0.193013,
1353.515625,0.187357,
1356.445312,0.192010,
1359.375000,0.186364,
1362.304688,0.191199,
1365.234375,0.185607,
1368.164062,0.190388,
1371.093750,0.184658,
1374.023438,0.189350,
1376.953125,0.183681,
1379.882812,0.188631,
1382.812500,0.183259,
1385.742188,0.187741,
1388.671875,0.182174,
1391.601562,0.186916,
1394.531250,0.181433,
1397.460938,0.186170,
1400.390625,0.180590,
1403.320312,0.185366,
1406.250000,0.179730,
1409.179688,0.184409,
1412.109375,0.178965,
1415.039062,0.183750,
1417.968750,0.178188,
1420.898438,0.182949,
1423.828125,0.177398,
1426.757812,0.182058,
1429.687500,0.176692,
1432.617188,0.181423,
1435.546875,0.175797,
1438.476562,0.180525,
1441.406250,0.175151,
1444.335938,0.179867,
1447.265625,0.174339,
1450.195312,0.179135,
1453.125000,0.173692,
1456.054688,0.178388,
1458.984375,0.172950,
1461.914062,0.177515,
1464.843750,0.172202,
1467.773438,0.176994,
1470.703125,0.171468,
1473.632812,0.176278,
1476.562500,0.170711,
1479.492188,0.175482,
1482.421875,0.169976,
1485.351562,0.174850,
1488.281250,0.169327,
1491.210938,0.174154,
1494.140625,0.168710,
1497.070312,0.173330,
1500.000000,0.168028,
1502.929688,0.172875,
1505.859375,0.167293,
1508.789062,0.172125,
1511.718750,0.166596,
1514.648438,0.171522,
1517.578125,0.165986,
1520.507812,0.170833,
1523.437500,0.165385,
1526.367188,0.170130,
1529.296875,0.164722,
1532.226562,0.169557,
1535.156250,0.164132,
1538.085938,0.168948,
1541.015625,0.163499,
1543.945312,0.168345,
1546.875000,0.162942,
1549.804688,0.167689,
1552.734375,0.162304,
1555.664062,0.167154,
1558.593750,0.161732,
1561.523438,0.166542,
1564.453125,0.161095,
1567.382812,0.166024,
1570.312500,0.160550,
1573.242188,0.165453,
1576.171875,0.159953,
1579.101562,0.165000,
1582.031250,0.159394,
1584.960938,0.164361,
1587.890625,0.158882,
1590.820312,0.163721,
1593.750000,0.158303,
1596.679688,0.163044,
1599.609375,0.157861,
1602.539062,0.162608,
1605.468750,0.157295,
1608.398438,0.162127,
1611.328125,0.156636,
1614.257812,0.161721,
1617.187500,0.156271,
1620.117188,0.160904,
1623.046875,0.155487,
1625.976562,0.160534,
1628.906250,0.155010,
1631.835938,0.159910,
1634.765625,0.154591,
1637.695312,0.159346,
1640.625000,0.153869,
1643.554688,0.158823,
1646.484375,0.153451,
1649.414062,0.158367,
1652.343750,0.152970,
1655.273438,0.157874,
1658.203125,0.152339,
1661.132812,0.157274,
1664.062500,0.151739,
1666.992188,0.156944,
1669.921875,0.151358,
1672.851562,0.156327,
1675.781250,0.150827,
1678.710938,0.155732,
1681.640625,0.150372,
1684.570312,0.155095,
1687.500000,0.149897,
1690.429688,0.154755,
1693.359375,0.149339,
1696.289062,0.154295,
1699.218750,0.148941,
1702.148438,0.153901,
1705.078125,0.148473,
1708.007812,0.153419,
1710.937500,0.147944,
1713.867188,0.152878,
1716.796875,0.147528,
1719.726562,0.152439,
1722.656250,0.147149,
1725.585938,0.152129,
1728.515625,0.146686,
1731.445312,0.151607,
1734.375000,0.146375,
1737.304688,0.150961,
1740.234375,0.145840,
1743.164062,0.150870,
1746.093750,0.145349,
1749.023438,0.150426,
1751.953125,0.144871,
1754.882812,0.150008,
1757.812500,0.144491,
1760.742188,0.149444,
1763.671875,0.144078,
1766.601562,0.149020,
1769.531250,0.143561,
1772.460938,0.148681,
1775.390625,0.143304,
1778.320312,0.148292,
1781.250000,0.142843,
1784.179688,0.147826,
1787.109375,0.142446,
1790.039062,0.147555,
1792.968750,0.141949,
1795.898438,0.147022,
1798.828125,0.141717,
1801.757812,0.146524,
1804.687500,0.141230,
1807.617188,0.146113,
1810.546875,0.140799,
1813.476562,0.145737,
1816.406250,0.140478,
1819.335938,0.145346,
1822.265625,0.140047,
1825.195312,0.144965,
1828.125000,0.139567,
1831.054688,0.144602,
1833.984375,0.139214,
1836.914062,0.144192,
1839.843750,0.138885,
1842.773438,0.143766,
1845.703125,0.138387,
1848.632812,0.143521,
1851.562500,0.138052,
1854.492188,0.142912,
1857.421875,0.137811,
1860.351562,0.142592,
1863.281250,0.137235,
1866.210938,0.142240,
1869.140625,0.136928,
1872.070312,0.141913,
1875.000000,0.136475,
1877.929688,0.141659,
1880.859375,0.136200,
1883.789062,0.141240,
1886.718750,0.135770,
1889.648438,0.140890,
1892.578125,0.135486,
1895.507812,0.140506,
1898.437500,0.135027,
1901.367188,0.140115,
1904.296875,0.134777,
1907.226562,0.139893,
1910.156250,0.134490,
1913.085938,0.139493,
1916.015625,0.134131,
1918.945312,0.139212,
1921.875000,0.133746,
1924.804688,0.138880,
1927.734375,0.133498,
1930.664062,0.138634,
1933.593750,0.133208,
1936.523438,0.138257,
1939.453125,0.132860,
1942.382812,0.137754,
1945.312500,0.132487,
1948.242188,0.137504,
1951.171875,0.132161,
1954.101562,0.137406,
1957.031250,0.131978,
1959.960938,0.137041,
1962.890625,0.131717,
1965.820312,0.136839,
1968.750000,0.131392,
1971.679688,0.136443,
1974.609375,0.131027,
1977.539062,0.136378,
1980.468750,0.130857,
1983.398438,0.135898,
1986.328125,0.130419,
1989.257812,0.135508,
1992.187500,0.130108,
1995.117188,0.135229,
1998.046875,0.129837,
2000.976562,0.134928,
2003.906250,0.129499,
2006.835938,0.134516,
2009.765625,0.129257,
2012.695312,0.134342,
2015.625000,0.129043,
2018.554688,0.134021,
2021.484375,0.128701,
2024.414062,0.133710,
2027.343750,0.128486,
2030.273438,0.133453,
2033.203125,0.127993,
2036.132812,0.133224,
2039.062500,0.127767,
2041.992188,0.132795,
2044.921875,0.127604,
2047.851562,0.132621,
2050.781250,0.127224,
2053.710938,0.132257,
2056.640625,0.127003,
2059.570312,0.132109,
2062.500000,0.126840,
2065.429688,0.131777,
2068.359375,0.126392,
2071.289062,0.131538,
2074.218750,0.126137,
2077.148438,0.131244,
2080.078125,0.125823,
2083.007812,0.130904,
2085.937500,0.125590,
2088.867188,0.130553,
2091.796875,0.125298,
2094.726562,0.130299,
2097.656250,0.125162,
2100.585938,0.130337,
2103.515625,0.124854,
2106.445312,0.129828,
2109.375000,0.124491,
2112.304688,0.129649,
2115.234375,0.124206,
2118.164062,0.129454,
2121.093750,0.124046,
2124.023438,0.129182,
2126.953125,0.123795,
2129.882812,0.128904,
2132.812500,0.123527,
2135.742188,0.128647,
2138.671875,0.123376,
2141.601562,0.128532,
2144.531250,0.123140,
2147.460938,0.128215,
2150.390625,0.122878,
2153.320312,0.127995,
2156.250000,0.122689,
2159.179688,0.127741,
2162.109375,0.122430,
2165.039062,0.127591,
2167.968750,0.122176,
2170.898438,0.127229,
2173.828125,0.121939,
2176.757812,0.127116,
2179.687500,0.121738,
2182.617188,0.126788,
2185.546875,0.121493,
2188.476562,0.126578,
2191.406250,0.121166,
2194.335938,0.126353,
2197.265625,0.121039,
2200.195312,0.126126,
2203.125000,0.120787,
2206.054688,0.125918,
2208.984375,0.120640,
2211.914062,0.125761,
2214.843750,0.120461,
2217.773438,0.125566,
2220.703125,0.120156,
2223.632812,0.125259,
2226.562500,0.119931,
2229.492188,0.125101,
2232.421875,0.119720,
2235.351562,0.124741,
2238.281250,0.119362,
2241.210938,0.124623,
2244.140625,0.119285,
2247.070312,0.124373,
2250.000000,0.118999,
2252.929688,0.124173,
2255.859375,0.118949,
2258.789062,0.123915,
2261.718750,0.118564,
2264.648438,0.123686,
2267.578125,0.118362,
2270.507812,0.123559,
2273.437500,0.118152,
2276.367188,0.123232,
2279.296875,0.117911,
2282.226562,0.123100,
2285.156250,0.117758,
2288.085938,0.122808,
2291.015625,0.117445,
2293.945312,0.122633,
2296.875000,0.117403,
2299.804688,0.122442,
2302.734375,0.117128,
2305.664062,0.122182,
2308.593750,0.116917,
2311.523438,0.121973,
2314.453125,0.116825,
2317.382812,0.121783,
2320.312500,0.116486,
2323.242188,0.121561,
2326.171875,0.116180,
2329.101562,0.121431,
2332.031250,0.116138,
2334.960938,0.121296,
2337.890625,0.115833,
2340.820312,0.121081,
2343.750000,0.115851,
2346.679688,0.120716,
2349.609375,0.115614,
2352.539062,0.120706,
2355.468750,0.115515,
2358.398438,0.120454,
2361.328125,0.115195,
2364.257812,0.120379,
2367.187500,0.115043,
2370.117188,0.120060,
2373.046875,0.114922,
2375.976562,0.120150,
2378.906250,0.114642,
2381.835938,0.119956,
2384.765625,0.114261,
2387.695312,0.119555,
2390.625000,0.114406,
2393.554688,0.119470,
2396.484375,0.114151,
2399.414062,0.119197,
2402.343750,0.113896,
2405.273438,0.119086,
2408.203125,0.113894,
2411.132812,0.119028,
2414.062500,0.113730,
2416.992188,0.118849,
2419.921875,0.113595,
2422.851562,0.118717,
2425.781250,0.113367,
2428.710938,0.118552,
2431.640625,0.113142,
2434.570312,0.118321,
2437.500000,0.113007,
2440.429688,0.118244,
2443.359375,0.112830,
2446.289062,0.118128,
2449.218750,0.112658,
2452.148438,0.117872,
2455.078125,0.112529,
2458.007812,0.117845,
2460.937500,0.112270,
2463.867188,0.117478,
2466.796875,0.112292,
2469.726562,0.117457,
2472.656250,0.112066,
2475.585938,0.117248,
2478.515625,0.111905,
2481.445312,0.117011,
2484.375000,0.111720,
2487.304688,0.116714,
2490.234375,0.111434,
2493.164062,0.116710,
2496.093750,0.111458,
2499.023438,0.116526,
2501.953125,0.111146,
2504.882812,0.116424,
2507.812500,0.111107,
2510.742188,0.116258,
2513.671875,0.110879,
2516.601562,0.115977,
2519.531250,0.110541,
2522.460938,0.115853,
2525.390625,0.110623,
2528.320312,0.115756,
2531.250000,0.110349,
2534.179688,0.115549,
2537.109375,0.110133,
2540.039062,0.115360,
2542.968750,0.110080,
2545.898438,0.115237,
2548.828125,0.109901,
2551.757812,0.115108,
2554.687500,0.109757,
2557.617188,0.114959,
2560.546875,0.109617,
2563.476562,0.114708,
2566.406250,0.109402,
2569.335938,0.114651,
2572.265625,0.109426,
2575.195312,0.114569,
2578.125000,0.109199,
2581.054688,0.114310,
2583.984375,0.109152,
2586.914062,0.114286,
2589.843750,0.108930,
2592.773438,0.114035,
2595.703125,0.108731,
2598.632812,0.113902,
2601.562500,0.108669,
2604.492188,0.113672,
2607.421875,0.108326,
2610.351562,0.113542,
2613.281250,0.108327,
2616.210938,0.113424,
2619.140625,0.108087,
2622.070312,0.113301,
2625.000000,0.107984,
2627.929688,0.113206,
2630.859375,0.107788,
2633.789062,0.112947,
2636.718750,0.107605,
2639.648438,0.113101,
2642.578125,0.107480,
2645.507812,0.112713,
2648.437500,0.107448,
2651.367188,0.112742,
2654.296875,0.107368,
2657.226562,0.112513,
2660.156250,0.107421,
2663.085938,0.112541,
2666.015625,0.107196,
2668.945312,0.112248,
2671.875000,0.106975,
2674.804688,0.112310,
2677.734375,0.106884,
2680.664062,0.112189,
2683.593750,0.106749,
2686.523438,0.112026,
2689.453125,0.106726,
2692.382812,0.111885,
2695.312500,0.106652,
2698.242188,0.111874,
2701.171875,0.106339,
2704.101562,0.111695,
2707.031250,0.106415,
2709.960938,0.111228,
2712.890625,0.106189,
2715.820312,0.111537,
2718.750000,0.105964,
2721.679688,0.111269,
2724.609375,0.106053,
2727.539062,0.111154,
2730.468750,0.105702,
2733.398438,0.111093,
2736.328125,0.105691,
2739.257812,0.110860,
2742.187500,0.105682,
2745.117188,0.110790,
2748.046875,0.105521,
2750.976562,0.110727,
2753.906250,0.105352,
2756.835938,0.110651,
2759.765625,0.105406,
2762.695312,0.110540,
2765.625000,0.105154,
2768.554688,0.110233,
2771.484375,0.105019,
2774.414062,0.110358,
2777.343750,0.105023,
2780.273438,0.110147,
2783.203125,0.104934,
2786.132812,0.110006,
2789.062500,0.104753,
2791.992188,0.109820,
2794.921875,0.104543,
2797.851562,0.109914,
2800.781250,0.104652,
2803.710938,0.109497,
2806.640625,0.104267,
2809.570312,0.109460,
2812.500000,0.104177,
2815.429688,0.109335,
2818.359375,0.104202,
2821.289062,0.109346,
2824.218750,0.103776,
2827.148438,0.109202,
2830.078125,0.103878,
2833.007812,0.109027,
2835.937500,0.103788,
2838.867188,0.109006,
2841.796875,0.103354,
2844.726562,0.108909,
2847.656250,0.103559,
2850.585938,0.108686,
2853.515625,0.103562,
2856.445312,0.108565,
2859.375000,0.103311,
2862.304688,0.108386,
2865.234375,0.103166,
2868.164062,0.108247,
2871.093750,0.103050,
2874.023438,0.108291,
2876.953125,0.103023,
2879.882812,0.108107,
2882.812500,0.102924,
2885.742188,0.108011,
2888.671875,0.102714,
2891.601562,0.107904,
2894.531250,0.102629,
2897.460938,0.107799,
2900.390625,0.102342,
2903.320312,0.107657,
2906.250000,0.102339,
2909.179688,0.107628,
2912.109375,0.102285,
2915.039062,0.107353,
2917.968750,0.102117,
2920.898438,0.107334,
2923.828125,0.102108,
2926.757812,0.107193,
2929.687500,0.101850,
2932.617188,0.107209,
2935.546875,0.102041,
2938.476562,0.106936,
2941.406250,0.101600,
2944.335938,0.106960,
2947.265625,0.101796,
2950.195312,0.106800,
2953.125000,0.101620,
2956.054688,0.106861,
2958.984375,0.101462,
2961.914062,0.106703,
2964.843750,0.101388,
2967.773438,0.106609,
2970.703125,0.101326,
2973.632812,0.106496,
2976.562500,0.101242,
2979.492188,0.106449,
2982.421875,0.101137,
2985.351562,0.106262,
2988.281250,0.101239,
2991.210938,0.106424,
2994.140625,0.100937,
2997.070312,0.106225,
3000.000000,0.100838,
3002.929688,0.106145,
3005.859375,0.100693,
3008.789062,0.106009,
3011.718750,0.100556,
3014.648438,0.105884,
3017.578125,0.100593,
3020.507812,0.105700,
3023.437500,0.100390,
3026.367188,0.105774,
3029.296875,0.100376,
3032.226562,0.105545,
3035.156250,0.100300,
3038.085938,0.105578,
3041.015625,0.100227,
3043.945312,0.105556,
3046.875000,0.100284,
3049.804688,0.105189,
3052.734375,0.100133,
3055.664062,0.105400,
3058.593750,0.099963,
3061.523438,0.105127,
3064.453125,0.099975,
3067.382812,0.105195,
3070.312500,0.099763,
3073.242188,0.105001,
3076.171875,0.099844,
3079.101562,0.105008,
3082.031250,0.099779,
3084.960938,0.104878,
3087.890625,0.099513,
3090.820312,0.104952,
3093.750000,0.099428,
3096.679688,0.104770,
3099.609375,0.099450,
3102.539062,0.104518,
3105.468750,0.099370,
3108.398438,0.104473,
3111.328125,0.099171,
3114.257812,0.104367,
3117.187500,0.099128,
3120.117188,0.104255,
3123.046875,0.099093,
3125.976562,0.104245,
3128.906250,0.099110,
3131.835938,0.104065,
3134.765625,0.098980,
3137.695312,0.104105,
3140.625000,0.098817,
3143.554688,0.103979,
3146.484375,0.098635,
3149.414062,0.103846,
3152.343750,0.098572,
3155.273438,0.103898,
3158.203125,0.098479,
3161.132812,0.103895,
3164.062500,0.098433,
3166.992188,0.103493,
3169.921875,0.098398,
3172.851562,0.103612,
3175.781250,0.098275,
3178.710938,0.103435,
3181.640625,0.098197,
3184.570312,0.103373,
3187.500000,0.097904,
3190.429688,0.103322,
3193.359375,0.097987,
3196.289062,0.103253,
3199.218750,0.097873,
3202.148438,0.103132,
3205.078125,0.097930,
3208.007812,0.102990,
3210.937500,0.097572,
3213.867188,0.102894,
3216.796875,0.097760,
3219.726562,0.102934,
3222.656250,0.097594,
3225.585938,0.102835,
3228.515625,0.097614,
3231.445312,0.102727,
3234.375000,0.097429,
3237.304688,0.102729,
3240.234375,0.097261,
3243.164062,0.102523,
3246.093750,0.097275,
3249.023438,0.102631,
3251.953125,0.097373,
3254.882812,0.102367,
3257.812500,0.097234,
3260.742188,0.102371,
3263.671875,0.097091,
3266.601562,0.102256,
3269.531250,0.097139,
3272.460938,0.102130,
3275.390625,0.096917,
3278.320312,0.102154,
3281.250000,0.097066,
3284.179688,0.102185,
3287.109375,0.096903,
3290.039062,0.101990,
3292.968750,0.096669,
3295.898438,0.102082,
3298.828125,0.096644,
3301.757812,0.101793,
3304.687500,0.096759,
3307.617188,0.101885,
3310.546875,0.096597,
3313.476562,0.101797,
3316.406250,0.096480,
3319.335938,0.101774,
3322.265625,0.096475,
3325.195312,0.101628,
3328.125000,0.096442,
3331.054688,0.101835,
3333.984375,0.096449,
3336.914062,0.101571,
3339.843750,0.096210,
3342.773438,0.101624,
3345.703125,0.096157,
3348.632812,0.101452,
3351.562500,0.096188,
3354.492188,0.101249,
3357.421875,0.095928,
3360.351562,0.101385,
3363.281250,0.095965,
3366.210938,0.101211,
3369.140625,0.095879,
3372.070312,0.101091,
3375.000000,0.095933,
3377.929688,0.101022,
3380.859375,0.095579,
3383.789062,0.101004,
3386.718750,0.095686,
3389.648438,0.100947,
3392.578125,0.095619,
3395.507812,0.100936,
3398.437500,0.095600,
3401.367188,0.100878,
3404.296875,0.095576,
3407.226562,0.100723,
3410.156250,0.095558,
3413.085938,0.100627,
3416.015625,0.095432,
3418.945312,0.100819,
3421.875000,0.095082,
3424.804688,0.100599,
3427.734375,0.095241,
3430.664062,0.100611,
3433.593750,0.095222,
3436.523438,0.100448,
3439.453125,0.095044,
3442.382812,0.100347,
3445.312500,0.094998,
3448.242188,0.100311,
3451.171875,0.095085,
3454.101562,0.100312,
3457.031250,0.094952,
3459.960938,0.100113,
3462.890625,0.094805,
3465.820312,0.100071,
3468.750000,0.094778,
3471.679688,0.100051,
3474.609375,0.094633,
3477.539062,0.099896,
3480.468750,0.094653,
3483.398438,0.099848,
3486.328125,0.094453,
3489.257812,0.099925,
