Frequency (Hz),Magnitude (dB),
471.679688,0.077956,
474.609375,0.081165,
477.539062,0.085657,
480.468750,0.088808,
483.398438,0.093017,
486.328125,0.096184,
489.257812,0.100340,
492.187500,0.103334,
495.117188,0.107410,
498.046875,0.110332,
500.976562,0.114291,
503.906250,0.117124,
506.835938,0.120982,
509.765625,0.123731,
512.695312,0.127449,
515.625000,0.130132,
518.554688,0.133756,
521.484375,0.136390,
524.414062,0.139869,
527.343750,0.142424,
530.273438,0.145814,
533.203125,0.148253,
536.132812,0.151553,
539.062500,0.154110,
541.992188,0.157388,
544.921875,0.159545,
547.851562,0.162766,
550.781250,0.164961,
553.710938,0.168068,
556.640625,0.170249,
559.570312,0.173313,
562.500000,0.175396,
565.429688,0.178416,
568.359375,0.180442,
571.289062,0.183353,
574.218750,0.185326,
577.148438,0.188116,
580.078125,0.190056,
583.007812,0.192785,
585.937500,0.194679,
588.867188,0.197316,
591.796875,0.199166,
594.726562,0.201778,
597.656250,0.203619,
600.585938,0.206145,
603.515625,0.207867,
606.445312,0.210356,
609.375000,0.212075,
612.304688,0.214498,
615.234375,0.216123,
618.164062,0.218513,
621.093750,0.220099,
624.023438,0.222447,
626.953125,0.224001,
629.882812,0.226187,
632.812500,0.227786,
635.742188,0.229979,
638.671875,0.231499,
641.601562,0.233637,
644.531250,0.235064,
647.460938,0.237189,
650.390625,0.238597,
653.320312,0.240645,
656.250000,0.241989,
659.179688,0.244156,
662.109375,0.245459,
665.039062,0.247334,
667.968750,0.248709,
670.898438,0.250575,
673.828125,0.251882,
676.757812,0.253677,
679.687500,0.254966,
682.617188,0.256759,
685.546875,0.258015,
688.476562,0.259777,
691.406250,0.260976,
694.335938,0.262717,
697.265625,0.263932,
700.195312,0.265604,
703.125000,0.266767,
706.054688,0.268440,
708.984375,0.269581,
711.914062,0.271185,
714.843750,0.272341,
717.773438,0.273887,
720.703125,0.274913,
723.632812,0.276528,
726.562500,0.277555,
729.492188,0.279097,
732.421875,0.280122,
735.351562,0.281657,
738.281250,0.282646,
741.210938,0.284094,
744.140625,0.285084,
747.070312,0.286518,
750.000000,0.287461,
752.929688,0.288883,
755.859375,0.289797,
758.789062,0.291174,
761.718750,0.292098,
764.648438,0.293431,
767.578125,0.294338,
770.507812,0.295651,
773.437500,0.296543,
776.367188,0.297801,
779.296875,0.298724,
782.226562,0.300103,
785.156250,0.300883,
788.085938,0.302122,
791.015625,0.302951,
793.945312,0.304205,
796.875000,0.304964,
799.804688,0.306170,
802.734375,0.306962,
805.664062,0.308127,
808.593750,0.308896,
811.523438,0.310028,
814.453125,0.310814,
817.382812,0.311929,
820.312500,0.312653,
823.242188,0.313795,
826.171875,0.314540,
829.101562,0.315645,
832.031250,0.316335,
834.960938,0.317425,
837.890625,0.318143,
840.820312,0.319143,
843.750000,0.319801,
846.679688,0.320836,
849.609375,0.321516,
852.539062,0.322526,
855.468750,0.323233,
858.398438,0.324164,
861.328125,0.324835,
864.257812,0.325807,
867.187500,0.326489,
870.117188,0.327412,
873.046875,0.328074,
875.976562,0.329014,
878.906250,0.329595,
881.835938,0.330535,
884.765625,0.331149,
887.695312,0.332049,
890.625000,0.332688,
893.554688,0.333543,
896.484375,0.334144,
899.414062,0.335111,
902.343750,0.335578,
905.273438,0.336434,
908.203125,0.336958,
911.132812,0.337808,
914.062500,0.338323,
916.992188,0.339202,
919.921875,0.339715,
922.851562,0.340550,
925.781250,0.341057,
928.710938,0.341858,
931.640625,0.342358,
934.570312,0.343168,
937.500000,0.343658,
940.429688,0.344429,
943.359375,0.344901,
946.289062,0.345635,
949.218750,0.346175,
952.148438,0.346882,
955.078125,0.347349,
958.007812,0.348078,
960.937500,0.348549,
963.867188,0.349309,
966.796875,0.349762,
969.726562,0.350483,
972.656250,0.350928,
975.585938,0.351619,
978.515625,0.352071,
981.445312,0.352744,
984.375000,0.353223,
987.304688,0.353867,
990.234375,0.354363,
993.164062,0.354949,
996.093750,0.355449,
999.023438,0.356037,
1001.953125,0.356460,
1004.882812,0.357092,
1007.812500,0.357538,
1010.742188,0.358100,
1013.671875,0.358538,
1016.601562,0.359055,
1019.531250,0.359591,
1022.460938,0.360231,
1025.390625,0.360493,
1028.320312,0.361146,
1031.250000,0.361512,
1034.179688,0.362101,
1037.109375,0.362475,
1040.039062,0.363010,
1042.968750,0.363399,
1045.898438,0.363970,
1048.828125,0.364297,
1051.757812,0.364889,
1054.687500,0.365218,
1057.617188,0.365760,
1060.546875,0.366176,
1063.476562,0.366682,
1066.406250,0.367000,
1069.335938,0.367550,
1072.265625,0.367933,
1075.195312,0.368425,
1078.125000,0.368762,
1081.054688,0.369311,
1083.984375,0.369641,
1086.914062,0.370150,
1089.843750,0.370500,
1092.773438,0.370995,
1095.703125,0.371325,
1098.632812,0.371857,
1101.562500,0.372144,
1104.492188,0.372653,
1107.421875,0.372968,
1110.351562,0.373441,
1113.281250,0.373720,
1116.210938,0.374229,
1119.140625,0.374489,
1122.070312,0.374953,
1125.000000,0.375265,
1127.929688,0.375730,
1130.859375,0.376039,
1133.789062,0.376440,
1136.718750,0.376707,
1139.648438,0.377239,
1142.578125,0.377479,
1145.507812,0.377878,
1148.437500,0.378193,
1151.367188,0.378608,
1154.296875,0.378899,
1157.226562,0.379337,
1160.156250,0.379627,
1163.085938,0.380036,
1166.015625,0.380299,
1168.945312,0.380719,
1171.875000,0.380966,
1174.804688,0.381378,
1177.734375,0.381664,
1180.664062,0.382047,
1183.593750,0.382331,
1186.523438,0.382740,
1189.453125,0.382993,
1192.382812,0.383381,
1195.312500,0.383655,
1198.242188,0.384045,
1201.171875,0.384274,
1204.101562,0.384684,
1207.031250,0.384955,
1209.960938,0.385349,
1212.890625,0.385579,
1215.820312,0.385984,
1218.750000,0.386213,
1221.679688,0.386579,
1224.609375,0.386822,
1227.539062,0.387196,
1230.468750,0.387413,
1233.398438,0.387771,
1236.328125,0.388014,
1239.257812,0.388327,
1242.187500,0.388545,
1245.117188,0.388953,
1248.046875,0.389121,
1250.976562,0.389457,
1253.906250,0.389659,
1256.835938,0.390008,
1259.765625,0.390203,
1262.695312,0.390600,
1265.625000,0.390810,
1268.554688,0.391145,
1271.484375,0.391362,
1274.414062,0.391714,
1277.343750,0.391914,
1280.273438,0.392193,
1283.203125,0.392408,
1286.132812,0.392751,
1289.062500,0.392973,
1291.992188,0.393268,
1294.921875,0.393497,
1297.851562,0.393753,
1300.781250,0.393962,
1303.710938,0.394250,
1306.640625,0.394489,
1309.570312,0.394761,
1312.500000,0.394940,
1315.429688,0.395251,
1318.359375,0.395451,
1321.289062,0.395737,
1324.218750,0.395934,
1327.148438,0.396207,
1330.078125,0.396422,
1333.007812,0.396692,
1335.937500,0.396796,
1338.867188,0.397133,
1341.796875,0.397331,
1344.726562,0.397595,
1347.656250,0.397777,
1350.585938,0.398051,
1353.515625,0.398238,
1356.445312,0.398513,
1359.375000,0.398691,
1362.304688,0.398957,
1365.234375,0.399138,
1368.164062,0.399428,
1371.093750,0.399591,
1374.023438,0.399844,
1376.953125,0.400002,
1379.882812,0.400136,
1382.812500,0.400396,
1385.742188,0.400653,
1388.671875,0.400850,
1391.601562,0.401109,
1394.531250,0.401281,
1397.460938,0.401482,
1400.390625,0.401639,
1403.320312,0.401867,
1406.250000,0.402007,
1409.179688,0.402224,
1412.109375,0.402399,
1415.039062,0.402661,
1417.968750,0.402798,
1420.898438,0.403029,
1423.828125,0.403131,
1426.757812,0.403383,
1429.687500,0.403570,
1432.617188,0.403773,
1435.546875,0.403923,
1438.476562,0.404155,
1441.406250,0.404260,
1444.335938,0.404520,
1447.265625,0.404650,
1450.195312,0.404861,
1453.125000,0.405022,
1456.054688,0.405246,
1458.984375,0.405326,
1461.914062,0.405576,
1464.843750,0.405715,
1467.773438,0.405918,
1470.703125,0.406053,
1473.632812,0.406247,
1476.562500,0.406451,
1479.492188,0.406575,
1482.421875,0.406749,
1485.351562,0.406983,
1488.281250,0.407097,
1491.210938,0.407288,
1494.140625,0.407480,
1497.070312,0.407574,
1500.000000,0.407771,
1502.929688,0.407996,
1505.859375,0.408098,
1508.789062,0.408356,
1511.718750,0.408489,
1514.648438,0.408689,
1517.578125,0.408854,
1520.507812,0.408998,
1523.437500,0.409097,
1526.367188,0.409309,
1529.296875,0.409424,
1532.226562,0.409634,
1535.156250,0.409729,
1538.085938,0.409934,
1541.015625,0.410041,
1543.945312,0.410203,
1546.875000,0.410364,
1549.804688,0.410507,
1552.734375,0.410658,
1555.664062,0.410822,
1558.593750,0.410928,
1561.523438,0.411073,
1564.453125,0.411180,
1567.382812,0.411387,
1570.312500,0.411476,
1573.242188,0.411655,
1576.171875,0.411745,
1579.101562,0.412005,
1582.031250,0.412064,
1584.960938,0.412241,
1587.890625,0.412365,
1590.820312,0.412483,
1593.750000,0.412646,
1596.679688,0.412828,
1599.609375,0.412915,
1602.539062,0.413060,
1605.468750,0.413188,
1608.398438,0.413317,
1611.328125,0.413433,
1614.257812,0.413614,
1617.187500,0.413704,
1620.117188,0.413841,
1623.046875,0.413993,
1625.976562,0.414135,
1628.906250,0.414227,
1631.835938,0.414353,
1634.765625,0.414485,
1637.695312,0.414641,
1640.625000,0.414711,
1643.554688,0.414881,
1646.484375,0.414992,
1649.414062,0.415148,
1652.343750,0.415250,
1655.273438,0.415353,
1658.203125,0.415468,
1661.132812,0.415616,
1664.062500,0.415730,
1666.992188,0.415874,
1669.921875,0.415966,
1672.851562,0.416124,
1675.781250,0.416202,
1678.710938,0.416420,
1681.640625,0.416493,
1684.570312,0.416573,
1687.500000,0.416715,
1690.429688,0.416835,
1693.359375,0.416958,
1696.289062,0.417123,
1699.218750,0.417209,
1702.148438,0.417331,
1705.078125,0.417458,
1708.007812,0.417540,
1710.937500,0.417672,
1713.867188,0.417769,
1716.796875,0.417852,
1719.726562,0.418048,
1722.656250,0.418052,
1725.585938,0.418232,
1728.515625,0.418277,
1731.445312,0.418419,
1734.375000,0.418466,
1737.304688,0.418684,
1740.234375,0.418769,
1743.164062,0.418749,
1746.093750,0.418889,
1749.023438,0.419006,
1751.953125,0.419126,
1754.882812,0.419230,
1757.812500,0.419314,
1760.742188,0.419431,
1763.671875,0.419517,
1766.601562,0.419642,
1769.531250,0.419701,
1772.460938,0.419829,
1775.390625,0.419951,
1778.320312,0.420051,
1781.250000,0.420111,
1784.179688,0.420207,
1787.109375,0.420326,
1790.039062,0.420431,
1792.968750,0.420477,
1795.898438,0.420617,
1798.828125,0.420692,
1801.757812,0.420812,
1804.687500,0.420835,
1807.617188,0.421001,
1810.546875,0.421093,
1813.476562,0.421154,
1816.406250,0.421231,
1819.335938,0.421303,
1822.265625,0.421428,
1825.195312,0.421540,
1828.125000,0.421590,
1831.054688,0.421712,
1833.984375,0.421741,
1836.914062,0.421859,
1839.843750,0.421938,
1842.773438,0.422048,
1845.703125,0.422145,
1848.632812,0.422207,
1851.562500,0.422289,
1854.492188,0.422403,
1857.421875,0.422484,
1860.351562,0.422618,
1863.281250,0.422712,
1866.210938,0.422776,
1869.140625,0.422913,
1872.070312,0.423013,
1875.000000,0.423104,
1877.929688,0.423180,
1880.859375,0.423279,
1883.789062,0.423386,
1886.718750,0.423455,
1889.648438,0.423549,
1892.578125,0.423616,
1895.507812,0.423685,
1898.437500,0.423784,
1901.367188,0.423896,
1904.296875,0.423950,
1907.226562,0.424008,
1910.156250,0.424090,
1913.085938,0.424227,
1916.015625,0.424234,
1918.945312,0.424337,
1921.875000,0.424485,
1924.804688,0.424479,
1927.734375,0.424575,
1930.664062,0.424686,
1933.593750,0.424743,
1936.523438,0.424854,
1939.453125,0.424923,
1942.382812,0.424998,
1945.312500,0.425097,
1948.242188,0.425140,
1951.171875,0.425239,
1954.101562,0.425305,
1957.031250,0.425381,
1959.960938,0.425440,
1962.890625,0.425487,
1965.820312,0.425576,
1968.750000,0.425638,
1971.679688,0.425724,
1974.609375,0.425778,
1977.539062,0.425908,
1980.468750,0.426027,
1983.398438,0.426047,
1986.328125,0.426121,
1989.257812,0.426164,
1992.187500,0.426285,
1995.117188,0.426263,
1998.046875,0.426365,
2000.976562,0.426456,
2003.906250,0.426545,
2006.835938,0.426587,
2009.765625,0.426654,
2012.695312,0.426724,
2015.625000,0.426803,
2018.554688,0.426849,
2021.484375,0.426952,
2024.414062,0.427033,
2027.343750,0.427075,
2030.273438,0.427105,
2033.203125,0.427218,
2036.132812,0.427256,
2039.062500,0.427317,
2041.992188,0.427389,
2044.921875,0.427480,
2047.851562,0.427486,
2050.781250,0.427605,
2053.710938,0.427644,
2056.640625,0.427695,
2059.570312,0.427747,
2062.500000,0.427852,
2065.429688,0.427899,
2068.359375,0.427950,
2071.289062,0.428038,
2074.218750,0.428132,
2077.148438,0.428196,
2080.078125,0.428250,
2083.007812,0.428302,
2085.937500,0.428377,
2088.867188,0.428429,
2091.796875,0.428480,
2094.726562,0.428597,
2097.656250,0.428678,
2100.585938,0.428759,
2103.515625,0.428828,
2106.445312,0.428868,
2109.375000,0.428918,
2112.304688,0.428957,
2115.234375,0.429077,
2118.164062,0.429097,
2121.093750,0.429142,
2124.023438,0.429201,
2126.953125,0.429255,
2129.882812,0.429276,
2132.812500,0.429361,
2135.742188,0.429442,
2138.671875,0.429553,
2141.601562,0.429529,
2144.531250,0.429615,
2147.460938,0.429646,
2150.390625,0.429719,
2153.320312,0.429778,
2156.250000,0.429821,
2159.179688,0.429839,
2162.109375,0.429956,
2165.039062,0.429968,
2167.968750,0.430032,
2170.898438,0.430068,
2173.828125,0.430131,
2176.757812,0.430225,
2179.687500,0.430210,
2182.617188,0.430266,
2185.546875,0.430319,
2188.476562,0.430327,
2191.406250,0.430435,
2194.335938,0.430450,
2197.265625,0.430562,
2200.195312,0.430582,
2203.125000,0.430672,
2206.054688,0.430636,
2208.984375,0.430719,
2211.914062,0.430795,
2214.843750,0.430898,
2217.773438,0.430903,
2220.703125,0.430928,
2223.632812,0.430989,
2226.562500,0.431044,
2229.492188,0.431096,
2232.421875,0.431220,
2235.351562,0.431211,
2238.281250,0.431238,
2241.210938,0.431284,
2244.140625,0.431407,
2247.070312,0.431431,
2250.000000,0.431483,
2252.929688,0.431500,
2255.859375,0.431576,
2258.789062,0.431619,
2261.718750,0.431641,
2264.648438,0.431714,
2267.578125,0.431823,
2270.507812,0.431845,
2273.437500,0.431904,
2276.367188,0.431909,
2279.296875,0.431981,
2282.226562,0.431929,
2285.156250,0.432060,
2288.085938,0.432093,
2291.015625,0.432154,
2293.945312,0.432164,
2296.875000,0.432312,
2299.804688,0.432309,
2302.734375,0.432368,
2305.664062,0.432382,
2308.593750,0.432501,
2311.523438,0.432473,
2314.453125,0.432572,
2317.382812,0.432613,
2320.312500,0.432731,
2323.242188,0.432685,
2326.171875,0.432768,
2329.101562,0.432861,
2332.031250,0.432878,
2334.960938,0.432896,
2337.890625,0.432995,
2340.820312,0.433112,
2343.750000,0.433077,
2346.679688,0.433235,
2349.609375,0.433232,
2352.539062,0.433210,
2355.468750,0.433287,
2358.398438,0.433346,
2361.328125,0.433348,
2364.257812,0.433413,
2367.187500,0.433398,
2370.117188,0.433492,
2373.046875,0.433484,
2375.976562,0.433605,
2378.906250,0.433626,
2381.835938,0.433602,
2384.765625,0.433680,
2387.695312,0.433694,
2390.625000,0.433728,
2393.554688,0.433814,
2396.484375,0.433869,
2399.414062,0.433888,
2402.343750,0.433984,
2405.273438,0.433951,
2408.203125,0.434018,
2411.132812,0.433987,
2414.062500,0.434093,
2416.992188,0.434088,
2419.921875,0.434227,
2422.851562,0.434159,
2425.781250,0.434285,
2428.710938,0.434241,
2431.640625,0.434278,
2434.570312,0.434306,
2437.500000,0.434367,
2440.429688,0.434370,
2443.359375,0.434463,
2446.289062,0.434356,
2449.218750,0.434510,
2452.148438,0.434555,
2455.078125,0.434589,
2458.007812,0.434636,
2460.937500,0.434729,
2463.867188,0.434680,
2466.796875,0.434822,
2469.726562,0.434752,
2472.656250,0.434875,
2475.585938,0.434846,
2478.515625,0.434882,
2481.445312,0.434888,
2484.375000,0.434877,
2487.304688,0.434908,
2490.234375,0.435022,
2493.164062,0.434998,
2496.093750,0.435116,
2499.023438,0.435151,
2501.953125,0.435142,
2504.882812,0.435177,
2507.812500,0.435220,
2510.742188,0.435201,
2513.671875,0.435309,
2516.601562,0.435291,
2519.531250,0.435328,
2522.460938,0.435363,
2525.390625,0.435425,
2528.320312,0.435406,
2531.250000,0.435490,
2534.179688,0.435507,
2537.109375,0.435560,
2540.039062,0.435582,
2542.968750,0.435645,
2545.898438,0.435650,
2548.828125,0.435717,
2551.757812,0.435654,
2554.687500,0.435695,
2557.617188,0.435711,
2560.546875,0.435778,
2563.476562,0.435777,
2566.406250,0.435871,
2569.335938,0.435862,
2572.265625,0.435952,
2575.195312,0.435972,
2578.125000,0.436071,
2581.054688,0.436069,
2583.984375,0.436171,
2586.914062,0.436234,
2589.843750,0.436213,
2592.773438,0.436241,
2595.703125,0.436326,
2598.632812,0.436356,
2601.562500,0.436417,
2604.492188,0.436380,
2607.421875,0.436413,
2610.351562,0.436444,
2613.281250,0.436492,
2616.210938,0.436500,
2619.140625,0.436615,
2622.070312,0.436672,
2625.000000,0.436653,
2627.929688,0.436680,
2630.859375,0.436735,
2633.789062,0.436723,
2636.718750,0.436826,
2639.648438,0.436866,
2642.578125,0.436914,
2645.507812,0.436872,
2648.437500,0.436983,
2651.367188,0.436987,
2654.296875,0.436959,
2657.226562,0.436959,
2660.156250,0.437059,
2663.085938,0.437076,
2666.015625,0.437109,
2668.945312,0.437110,
2671.875000,0.437209,
2674.804688,0.437146,
2677.734375,0.437244,
2680.664062,0.437184,
2683.593750,0.437233,
2686.523438,0.437194,
2689.453125,0.437323,
2692.382812,0.437381,
2695.312500,0.437440,
2698.242188,0.437412,
2701.171875,0.437408,
2704.101562,0.437468,
2707.031250,0.437459,
2709.960938,0.437449,
2712.890625,0.437515,
2715.820312,0.437579,
2718.750000,0.437635,
2721.679688,0.437634,
2724.609375,0.437681,
2727.539062,0.437631,
2730.468750,0.437756,
2733.398438,0.437671,
2736.328125,0.437746,
2739.257812,0.437750,
2742.187500,0.437805,
2745.117188,0.437830,
2748.046875,0.437859,
2750.976562,0.437892,
2753.906250,0.437858,
2756.835938,0.437917,
2759.765625,0.437959,
2762.695312,0.437949,
2765.625000,0.438001,
2768.554688,0.438037,
2771.484375,0.438064,
2774.414062,0.438076,
2777.343750,0.438087,
2780.273438,0.438093,
2783.203125,0.438097,
2786.132812,0.438147,
2789.062500,0.438234,
2791.992188,0.438187,
2794.921875,0.438233,
2797.851562,0.438254,
2800.781250,0.438327,
2803.710938,0.438356,
2806.640625,0.438384,
2809.570312,0.438324,
2812.500000,0.438396,
2815.429688,0.438405,
2818.359375,0.438412,
2821.289062,0.438346,
2824.218750,0.438461,
2827.148438,0.438494,
2830.078125,0.438564,
2833.007812,0.438562,
2835.937500,0.438541,
2838.867188,0.438547,
2841.796875,0.438620,
2844.726562,0.438593,
2847.656250,0.438709,
2850.585938,0.438674,
2853.515625,0.438673,
2856.445312,0.438733,
2859.375000,0.438723,
2862.304688,0.438712,
2865.234375,0.438791,
2868.164062,0.438770,
2871.093750,0.438825,
2874.023438,0.438873,
2876.953125,0.438923,
2879.882812,0.438948,
2882.812500,0.438973,
2885.742188,0.438949,
2888.671875,0.439073,
2891.601562,0.439018,
2894.531250,0.439099,
2897.460938,0.439065,
2900.390625,0.439214,
2903.320312,0.439175,
2906.250000,0.439182,
2909.179688,0.439225,
2912.109375,0.439278,
2915.039062,0.439312,
2917.968750,0.439345,
2920.898438,0.439375,
2923.828125,0.439381,
2926.757812,0.439409,
2929.687500,0.439511,
2932.617188,0.439472,
2935.546875,0.439530,
2938.476562,0.439525,
2941.406250,0.439551,
2944.335938,0.439515,
2947.265625,0.439605,
2950.195312,0.439553,
2953.125000,0.439660,
2956.054688,0.439587,
2958.984375,0.439681,
2961.914062,0.439615,
2964.843750,0.439695,
2967.773438,0.439672,
2970.703125,0.439746,
2973.632812,0.439743,
2976.562500,0.439789,
2979.492188,0.439738,
2982.421875,0.439750,
2985.351562,0.439791,
2988.281250,0.439849,
2991.210938,0.439897,
2994.140625,0.439839,
2997.070312,0.439870,
3000.000000,0.439939,
3002.929688,0.439893,
3005.859375,0.439962,
3008.789062,0.439924,
3011.718750,0.440016,
3014.648438,0.439978,
3017.578125,0.440042,
3020.507812,0.440026,
3023.437500,0.440066,
3026.367188,0.440072,
3029.296875,0.440101,
3032.226562,0.440073,
3035.156250,0.440101,
3038.085938,0.440118,
3041.015625,0.440220,
3043.945312,0.440215,
3046.875000,0.440236,
3049.804688,0.440224,
3052.734375,0.440274,
3055.664062,0.440199,
3058.593750,0.440249,
3061.523438,0.440318,
3064.453125,0.440344,
3067.382812,0.440321,
3070.312500,0.440355,
3073.242188,0.440358,
3076.171875,0.440404,
3079.101562,0.440358,
3082.031250,0.440454,
3084.960938,0.440459,
3087.890625,0.440550,
3090.820312,0.440446,
3093.750000,0.440506,
3096.679688,0.440503,
3099.609375,0.440550,
3102.539062,0.440560,
3105.468750,0.440593,
3108.398438,0.440585,
3111.328125,0.440609,
3114.257812,0.440532,
3117.187500,0.440660,
3120.117188,0.440591,
3123.046875,0.440723,
3125.976562,0.440670,
3128.906250,0.440666,
3131.835938,0.440672,
3134.765625,0.440724,
3137.695312,0.440739,
3140.625000,0.440787,
3143.554688,0.440802,
3146.484375,0.440813,
3149.414062,0.440805,
3152.343750,0.440883,
3155.273438,0.440813,
3158.203125,0.440850,
3161.132812,0.440845,
3164.062500,0.440949,
3166.992188,0.440880,
3169.921875,0.440951,
3172.851562,0.440872,
3175.781250,0.441001,
3178.710938,0.440900,
3181.640625,0.441006,
3184.570312,0.441015,
3187.500000,0.441069,
3190.429688,0.441060,
3193.359375,0.441114,
3196.289062,0.441086,
3199.218750,0.441102,
3202.148438,0.441069,
3205.078125,0.441135,
3208.007812,0.441134,
3210.937500,0.441183,
3213.867188,0.441177,
3216.796875,0.441228,
3219.726562,0.441269,
3222.656250,0.441332,
3225.585938,0.441261,
3228.515625,0.441353,
3231.445312,0.441319,
3234.375000,0.441386,
3237.304688,0.441400,
3240.234375,0.441473,
3243.164062,0.441480,
3246.093750,0.441462,
3249.023438,0.441424,
3251.953125,0.441545,
3254.882812,0.441470,
3257.812500,0.441578,
3260.742188,0.441508,
3263.671875,0.441609,
3266.601562,0.441523,
3269.531250,0.441662,
3272.460938,0.441601,
3275.390625,0.441648,
3278.320312,0.441641,
3281.250000,0.441673,
3284.179688,0.441640,
3287.109375,0.441664,
3290.039062,0.441626,
3292.968750,0.441662,
3295.898438,0.441651,
3298.828125,0.441701,
3301.757812,0.441664,
3304.687500,0.441748,
3307.617188,0.441701,
3310.546875,0.441777,
3313.476562,0.441696,
3316.406250,0.441810,
3319.335938,0.441757,
3322.265625,0.441848,
3325.195312,0.441782,
3328.125000,0.441850,
3331.054688,0.441806,
3333.984375,0.441838,
3336.914062,0.441859,
3339.843750,0.441930,
3342.773438,0.441895,
3345.703125,0.441911,
3348.632812,0.441905,
3351.562500,0.442013,
3354.492188,0.441882,
3357.421875,0.441994,
3360.351562,0.442031,
3363.281250,0.442065,
3366.210938,0.442026,
3369.140625,0.442101,
3372.070312,0.442005,
3375.000000,0.442095,
3377.929688,0.442035,
3380.859375,0.442097,
3383.789062,0.442075,
3386.718750,0.442119,
3389.648438,0.442062,
3392.578125,0.442096,
3395.507812,0.442145,
3398.437500,0.442151,
3401.367188,0.442180,
3404.296875,0.442214,
3407.226562,0.442130,
3410.156250,0.442209,
3413.085938,0.442196,
3416.015625,0.442250,
3418.945312,0.442186,
3421.875000,0.442232,
3424.804688,0.442281,
3427.734375,0.442272,
3430.664062,0.442249,
3433.593750,0.442306,
3436.523438,0.442281,
3439.453125,0.442324,
3442.382812,0.442342,
3445.312500,0.442418,
3448.242188,0.442413,
3451.171875,0.442411,
3454.101562,0.442428,
3457.031250,0.442490,
